tag,fold,side,split,thr,n,win_rate,mean_pl,sum_pl
lstm_v2_base,1,buy,test,0.7,4121,0.6605192914341179,15.92176342010498,65613.5859375
lstm_v2_base,1,buy,test,0.71,3681,0.6568867155664222,13.7532958984375,50625.8828125
lstm_v2_base,1,buy,test,0.72,3231,0.6632621479418137,15.76134967803955,50924.921875
lstm_v2_base,1,buy,test,0.73,2850,0.6603508771929825,13.407297134399414,38210.796875
lstm_v2_base,1,buy,test,0.74,2467,0.6631536278881233,13.648079872131348,33669.8125
lstm_v2_base,1,buy,test,0.75,2125,0.6569411764705883,9.400308609008789,19975.65625
lstm_v2_base,1,buy,test,0.76,1777,0.6601012943162634,10.776594161987305,19150.0078125
lstm_v2_base,1,buy,test,0.77,1498,0.6682242990654206,14.164263725280762,21218.06640625
lstm_v2_base,1,buy,test,0.78,1253,0.6735833998403831,17.27543830871582,21646.123046875
lstm_v2_base,1,buy,test,0.79,1037,0.6692381870781099,12.94216537475586,13421.025390625
lstm_v2_base,1,buy,test,0.8,812,0.6822660098522167,19.0048885345459,15431.9697265625
lstm_v2_base,1,buy,test,0.81,595,0.680672268907563,15.941347122192383,9485.1015625
lstm_v2_base,1,buy,test,0.82,424,0.6768867924528302,15.080184936523438,6393.99853515625
lstm_v2_base,1,buy,test,0.83,307,0.6677524429967426,10.651426315307617,3269.98779296875
lstm_v2_base,1,buy,test,0.84,200,0.695,16.509408950805664,3301.8818359375
lstm_v2_base,1,buy,test,0.85,106,0.6886792452830188,9.341535568237305,990.2027587890625
lstm_v2_base,1,buy,test,0.0,25286,0.5314798702839516,5.37785005569458,135984.3125
lstm_v2_base,1,sell,val,0.5,3691,0.6399349769710105,32.1258430480957,118576.4921875
lstm_v2_base,1,sell,val,0.51,3186,0.650345260514752,34.28403091430664,109228.921875
lstm_v2_base,1,sell,val,0.52,2752,0.6638808139534884,36.73466491699219,101093.796875
lstm_v2_base,1,sell,val,0.53,2400,0.6708333333333333,37.82005310058594,90768.125
lstm_v2_base,1,sell,val,0.54,2099,0.6755597903763697,37.89023208618164,79531.59375
lstm_v2_base,1,sell,val,0.55,1879,0.6828100053219798,39.66268539428711,74526.1875
lstm_v2_base,1,sell,val,0.56,1674,0.6929510155316607,44.268489837646484,74105.453125
lstm_v2_base,1,sell,val,0.57,1476,0.698509485094851,44.71337890625,65996.9453125
lstm_v2_base,1,sell,val,0.58,1226,0.7071778140293637,48.06976318359375,58933.53125
lstm_v2_base,1,sell,val,0.59,1081,0.7086031452358927,50.332313537597656,54409.23046875
lstm_v2_base,1,sell,val,0.6,953,0.7135362014690452,53.508758544921875,50993.84765625
